update,reward,rate,terminal_time_min,steps,episodes,combo_id,LAMBDA,R_PICK_ALPHA,GAMMA_PACK,RIDE_TTL_MIN,MAX_VISIBLE_RIDES,SWITCH_GRACE_STEPS,RT
12,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
13,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
14,181.46646,0.10307666,1760.5,3521.0,1,46,5,0.25,0.67,5,5,6,6.0
15,148.85474,0.09669031,1539.5,3079.0,1,46,5,0.25,0.67,5,5,6,6.0
16,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
17,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
18,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
19,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
20,nan,nan,nan,nan,0,46,5,0.25,0.67,5,5,6,6.0
1,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
2,122.867,0.09269483,1325.5,2651.0,1,47,5,0.25,0.83,5,5,6,5.5
3,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
4,173.57579,0.09407902,1845.0,3690.0,1,47,5,0.25,0.83,5,5,6,5.5
5,104.485435,0.08828512,1183.5,2367.0,1,47,5,0.25,0.83,5,5,6,5.5
6,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
7,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
8,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
9,172.1844,0.09648888,1784.5,3569.0,1,47,5,0.25,0.83,5,5,6,5.5
10,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
11,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
12,190.1134,0.09423217,2017.5,4035.0,1,47,5,0.25,0.83,5,5,6,5.5
13,184.9561,0.09436536,1960.0,3920.0,1,47,5,0.25,0.83,5,5,6,5.5
14,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
15,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
16,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
17,153.19536,0.08711706,1758.5,3517.0,1,47,5,0.25,0.83,5,5,6,5.5
18,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
19,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
20,nan,nan,nan,nan,0,47,5,0.25,0.83,5,5,6,5.5
1,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
2,195.78773,0.10237267,1912.5,3825.0,1,48,5,0.25,0.83,5,5,6,6.0
3,121.42489,0.089744925,1353.0,2706.0,1,48,5,0.25,0.83,5,5,6,6.0
4,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
5,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
6,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
7,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
8,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
9,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
10,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
11,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
12,150.382,0.10025467,1500.0,3000.0,1,48,5,0.25,0.83,5,5,6,6.0
13,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
14,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
15,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
16,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
17,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
18,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
19,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
20,nan,nan,nan,nan,0,48,5,0.25,0.83,5,5,6,6.0
1,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
2,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
3,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
4,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
5,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
6,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
7,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
8,193.32437,0.09998675,1933.5,3867.0,1,49,5,0.25,1,5,5,6,5.5
9,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
10,182.3932,0.09365505,1947.5,3895.0,1,49,5,0.25,1,5,5,6,5.5
11,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
12,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
13,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
14,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
15,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
16,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
17,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
18,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
19,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
20,nan,nan,nan,nan,0,49,5,0.25,1,5,5,6,5.5
1,151.12967,0.09082312,1664.0,3328.0,1,50,5,0.25,1,5,5,6,6.0
2,171.29048,0.102692135,1668.0,3336.0,1,50,5,0.25,1,5,5,6,6.0
3,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
4,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
5,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
6,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
7,204.36482,0.10400245,1965.0,3930.0,1,50,5,0.25,1,5,5,6,6.0
8,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
9,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
10,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
11,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
12,202.86829,0.10123168,2004.0,4008.0,1,50,5,0.25,1,5,5,6,6.0
13,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
14,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
15,190.92247,0.10207029,1870.5,3741.0,1,50,5,0.25,1,5,5,6,6.0
16,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
17,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
18,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
19,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
20,nan,nan,nan,nan,0,50,5,0.25,1,5,5,6,6.0
1,108.086235,0.08932747,1210.0,2420.0,1,51,5,0.3,0.33,5,5,6,5.5
2,106.75144,0.08970709,1190.0,2380.0,1,51,5,0.3,0.33,5,5,6,5.5
3,117.02808,0.09280577,1261.0,2522.0,1,51,5,0.3,0.33,5,5,6,5.5
4,130.73686,0.09044404,1445.5,2891.0,1,51,5,0.3,0.33,5,5,6,5.5
5,113.638016,0.089761466,1266.0,2532.0,1,51,5,0.3,0.33,5,5,6,5.5
6,83.35677,0.082092986,981.25,1962.5,2,51,5,0.3,0.33,5,5,6,5.5
7,115.330925,0.09017273,1279.0,2558.0,1,51,5,0.3,0.33,5,5,6,5.5
8,nan,nan,nan,nan,0,51,5,0.3,0.33,5,5,6,5.5
9,76.29928,0.0913217,835.5,1671.0,1,51,5,0.3,0.33,5,5,6,5.5
10,nan,nan,nan,nan,0,51,5,0.3,0.33,5,5,6,5.5
11,169.27916,0.087732136,1929.5,3859.0,1,51,5,0.3,0.33,5,5,6,5.5
12,88.60832,0.092348434,959.5,1919.0,1,51,5,0.3,0.33,5,5,6,5.5
13,105.05821,0.09064557,1159.0,2318.0,1,51,5,0.3,0.33,5,5,6,5.5
14,nan,nan,nan,nan,0,51,5,0.3,0.33,5,5,6,5.5
15,166.96623,0.096484385,1730.5,3461.0,1,51,5,0.3,0.33,5,5,6,5.5
16,163.63184,0.095024295,1722.0,3444.0,1,51,5,0.3,0.33,5,5,6,5.5
17,71.41907,0.09063333,788.0,1576.0,1,51,5,0.3,0.33,5,5,6,5.5
18,130.2592,0.093779124,1389.0,2778.0,1,51,5,0.3,0.33,5,5,6,5.5
19,191.60422,0.09788211,1957.5,3915.0,1,51,5,0.3,0.33,5,5,6,5.5
20,93.896515,0.09323763,1003.75,2007.5,2,51,5,0.3,0.33,5,5,6,5.5
1,96.2859,0.0926717,1039.0,2078.0,1,52,5,0.3,0.33,5,5,6,6.0
2,113.97394,0.09638388,1182.5,2365.0,1,52,5,0.3,0.33,5,5,6,6.0
3,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
4,147.96785,0.10268414,1441.0,2882.0,1,52,5,0.3,0.33,5,5,6,6.0
5,144.88971,0.109062634,1328.5,2657.0,1,52,5,0.3,0.33,5,5,6,6.0
6,179.96902,0.10162,1771.0,3542.0,1,52,5,0.3,0.33,5,5,6,6.0
7,142.39967,0.104475185,1363.0,2726.0,1,52,5,0.3,0.33,5,5,6,6.0
8,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
9,178.23814,0.10302783,1730.0,3460.0,1,52,5,0.3,0.33,5,5,6,6.0
10,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
11,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
12,91.03169,0.094284505,965.5,1931.0,1,52,5,0.3,0.33,5,5,6,6.0
13,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
14,94.36197,0.100065716,943.0,1886.0,1,52,5,0.3,0.33,5,5,6,6.0
15,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
16,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
17,122.593575,0.09074284,1351.0,2702.0,1,52,5,0.3,0.33,5,5,6,6.0
18,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
19,nan,nan,nan,nan,0,52,5,0.3,0.33,5,5,6,6.0
20,100.85055,0.105492204,956.0,1912.0,1,52,5,0.3,0.33,5,5,6,6.0
1,158.85522,0.09347174,1699.5,3399.0,1,53,5,0.3,0.5,5,5,6,5.5
2,173.0156,0.08879425,1948.5,3897.0,1,53,5,0.3,0.5,5,5,6,5.5
3,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
4,156.4119,0.09048996,1728.5,3457.0,1,53,5,0.3,0.5,5,5,6,5.5
5,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
6,82.29956,0.0883991,931.0,1862.0,1,53,5,0.3,0.5,5,5,6,5.5
7,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
8,172.28003,0.09528763,1808.0,3616.0,1,53,5,0.3,0.5,5,5,6,5.5
9,143.80273,0.08554594,1681.0,3362.0,1,53,5,0.3,0.5,5,5,6,5.5
10,187.67609,0.09679014,1939.0,3878.0,1,53,5,0.3,0.5,5,5,6,5.5
11,183.9798,0.09449399,1947.0,3894.0,1,53,5,0.3,0.5,5,5,6,5.5
12,144.52167,0.09673472,1494.0,2988.0,1,53,5,0.3,0.5,5,5,6,5.5
13,144.06575,0.09367084,1538.0,3076.0,1,53,5,0.3,0.5,5,5,6,5.5
14,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
15,74.320015,0.08493716,875.0,1750.0,1,53,5,0.3,0.5,5,5,6,5.5
16,119.28903,0.09215066,1294.5,2589.0,1,53,5,0.3,0.5,5,5,6,5.5
17,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
18,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
19,114.75597,0.099184066,1157.0,2314.0,1,53,5,0.3,0.5,5,5,6,5.5
20,nan,nan,nan,nan,0,53,5,0.3,0.5,5,5,6,5.5
1,154.87334,0.10212551,1516.5,3033.0,1,54,5,0.3,0.5,5,5,6,6.0
2,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
3,172.66458,0.09813275,1759.5,3519.0,1,54,5,0.3,0.5,5,5,6,6.0
4,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
5,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
6,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
7,187.78978,0.10473496,1793.0,3586.0,1,54,5,0.3,0.5,5,5,6,6.0
8,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
9,128.78183,0.09372768,1374.0,2748.0,1,54,5,0.3,0.5,5,5,6,6.0
10,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
11,179.80083,0.10465706,1718.0,3436.0,1,54,5,0.3,0.5,5,5,6,6.0
12,216.23541,0.10847023,1993.5,3987.0,1,54,5,0.3,0.5,5,5,6,6.0
13,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
14,160.06573,0.09636709,1661.0,3322.0,1,54,5,0.3,0.5,5,5,6,6.0
15,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
16,156.4809,0.10157799,1540.5,3081.0,1,54,5,0.3,0.5,5,5,6,6.0
17,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
18,nan,nan,nan,nan,0,54,5,0.3,0.5,5,5,6,6.0
19,177.71805,0.100292355,1772.0,3544.0,1,54,5,0.3,0.5,5,5,6,6.0
20,169.96378,0.10195787,1667.0,3334.0,1,54,5,0.3,0.5,5,5,6,6.0
1,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
2,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
3,145.954,0.093112595,1567.5,3135.0,1,55,5,0.3,0.67,5,5,6,5.5
4,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
5,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
6,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
7,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
8,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
9,168.72087,0.09921839,1700.5,3401.0,1,55,5,0.3,0.67,5,5,6,5.5
10,171.56819,0.09767617,1756.5,3513.0,1,55,5,0.3,0.67,5,5,6,5.5
11,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
12,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
13,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
14,179.0613,0.09511888,1882.5,3765.0,1,55,5,0.3,0.67,5,5,6,5.5
15,182.60431,0.095779866,1906.5,3813.0,1,55,5,0.3,0.67,5,5,6,5.5
16,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
17,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
18,118.203255,0.090438604,1307.0,2614.0,1,55,5,0.3,0.67,5,5,6,5.5
19,173.9965,0.09835868,1769.0,3538.0,1,55,5,0.3,0.67,5,5,6,5.5
20,nan,nan,nan,nan,0,55,5,0.3,0.67,5,5,6,5.5
1,186.76884,0.102620244,1820.0,3640.0,1,56,5,0.3,0.67,5,5,6,6.0
2,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
3,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
4,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
5,146.56174,0.1024191,1431.0,2862.0,1,56,5,0.3,0.67,5,5,6,6.0
6,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
7,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
8,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
9,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
10,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
11,147.48145,0.09825546,1501.0,3002.0,1,56,5,0.3,0.67,5,5,6,6.0
12,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
13,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
14,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
15,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
16,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
17,152.8906,0.106063545,1441.5,2883.0,1,56,5,0.3,0.67,5,5,6,6.0
18,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
19,187.80768,0.10000409,1878.0,3756.0,1,56,5,0.3,0.67,5,5,6,6.0
20,nan,nan,nan,nan,0,56,5,0.3,0.67,5,5,6,6.0
1,167.65602,0.08953593,1872.5,3745.0,1,57,5,0.3,0.83,5,5,6,5.5
2,155.27455,0.08607237,1804.0,3608.0,1,57,5,0.3,0.83,5,5,6,5.5
3,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
4,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
5,184.92924,0.09380129,1971.5,3943.0,1,57,5,0.3,0.83,5,5,6,5.5
6,186.04036,0.094126165,1976.5,3953.0,1,57,5,0.3,0.83,5,5,6,5.5
7,167.71664,0.089832164,1867.0,3734.0,1,57,5,0.3,0.83,5,5,6,5.5
8,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
9,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
10,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
11,128.31584,0.09301619,1379.5,2759.0,1,57,5,0.3,0.83,5,5,6,5.5
12,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
13,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
14,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
15,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
16,157.37485,0.095033124,1656.0,3312.0,1,57,5,0.3,0.83,5,5,6,5.5
17,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
18,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
19,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
20,nan,nan,nan,nan,0,57,5,0.3,0.83,5,5,6,5.5
1,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
2,144.409,0.09760662,1479.5,2959.0,1,58,5,0.3,0.83,5,5,6,6.0
3,153.38,0.09430065,1626.5,3253.0,1,58,5,0.3,0.83,5,5,6,6.0
4,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
5,132.2395,0.09879679,1338.5,2677.0,1,58,5,0.3,0.83,5,5,6,6.0
6,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
7,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
8,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
9,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
10,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
11,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
12,202.87297,0.10414424,1948.0,3896.0,1,58,5,0.3,0.83,5,5,6,6.0
13,188.8859,0.1007929,1874.0,3748.0,1,58,5,0.3,0.83,5,5,6,6.0
14,189.55504,0.09339987,2029.5,4059.0,1,58,5,0.3,0.83,5,5,6,6.0
15,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
16,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
17,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
18,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
19,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
20,nan,nan,nan,nan,0,58,5,0.3,0.83,5,5,6,6.0
1,146.30708,0.08408453,1740.0,3480.0,1,59,5,0.3,1,5,5,6,5.5
2,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
3,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
4,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
5,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
6,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
7,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
8,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
9,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
10,191.8202,0.09697685,1978.0,3956.0,1,59,5,0.3,1,5,5,6,5.5
11,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
12,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
13,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
14,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
15,179.79103,0.09731585,1847.5,3695.0,1,59,5,0.3,1,5,5,6,5.5
16,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
17,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
18,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
19,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
20,nan,nan,nan,nan,0,59,5,0.3,1,5,5,6,5.5
1,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
2,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
3,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
4,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
5,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
6,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
7,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
8,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
9,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
10,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
11,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
12,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
13,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
14,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
15,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
16,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
17,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
18,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
19,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
20,nan,nan,nan,nan,0,60,5,0.3,1,5,5,6,6.0
1,148.26266,0.105901904,1400.0,2800.0,1,61,10,0.2,0.33,5,5,6,5.5
2,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
3,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
4,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
5,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
6,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
7,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
8,199.00114,0.104737446,1900.0,3800.0,1,61,10,0.2,0.33,5,5,6,5.5
9,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
10,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
11,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
12,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
13,117.260544,0.09887061,1186.0,2372.0,1,61,10,0.2,0.33,5,5,6,5.5
14,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
15,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
16,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
17,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
18,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
19,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
20,nan,nan,nan,nan,0,61,10,0.2,0.33,5,5,6,5.5
1,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
2,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
3,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
4,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
5,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
6,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
7,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
8,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
9,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
10,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
11,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
12,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
13,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
14,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
15,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
16,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
17,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
18,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
19,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
20,nan,nan,nan,nan,0,62,10,0.2,0.33,5,5,6,6.0
1,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
2,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
3,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
4,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
5,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
6,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
7,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
8,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
9,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
10,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
11,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
12,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
13,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
14,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
15,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
16,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
17,nan,nan,nan,nan,0,63,10,0.2,0.5,5,5,6,5.5
